Article Count,Article ID,Publication Date,Title,Keywords,Abstract
302,37009352,2023-04-04,The Incidence of Hypothyroidism Following Hemithyroidectomy in a Tertiary Academic Center in Saudi Arabia.,"complications"", ""hemithyroidectomy"", ""hypothyroidism"", ""incidence"", ""retrospective study"", ""risk factors","Background Hemithyroidectomy is a common procedure used to treat various benign and malignant conditions. It is often associated with complications, of which hypothyroidism is an underappreciated sequel. We sought to comprehend the rate and associated risk factors for developing hypothyroidism following hemithyroidectomy at King Abdulaziz University Hospital (KAUH). Methods In this retrospective study, we reviewed the medical records of all patients who had hemithyroidectomies for benign and malignant conditions between January 2008 and August 2022. Patients were analyzed for age, gender, body mass index (BMI), comorbidities, family history of thyroid disease, thyroid antibodies, and pre- and postoperative thyroid-stimulating hormone (TSH). Pre- and postoperative TSH levels were compared using the Wilcoxon signed-rank test. Results From 153 cases, 39 patients met the inclusion criteria; 31 (79.5%) were females. Seventeen (43.59%) patients developed biochemical hypothyroidism within two years following hemithyroidectomy; the majority (64.71%) of those with hypothyroidism developed it within the first six months. There was a significant increase in TSH levels following surgery (p < 0.001). Conclusion The overall incidence of hypothyroidism within two years of hemithyroidectomy is 43.59%; among those who developed hypothyroidism, the majority (64.71%) did so within the first six months. Thus, we strongly recommend continuous monitoring of TSH levels in the first six months, as it may aid in the decision to begin treatment before symptoms develop."
303,37008944,2023-04-04,"The length of FOXE1 polyalanine tract in congenital hypothyroidism: Evidence for a pathogenic role from familial, molecular and cohort studies.","FOXE1"", ""athyreosis"", ""congenital hypothyroidism"", ""forkhead transcription factor"", ""next generation sequencing"", ""polyalanine tracts","We applied NGS screening to a large CH family and a cohort of 1752 individuals and validated these results by 
A new heterozygous 
We provide new evidence that disentangle the pathophysiological role of FOXE1 polyalanine tract, thereby significantly broadening the perspective on the role of "
304,36999332,2023-04-01,The Relationship Between Hypothyroidism and Cardiac Findings in Children With and Without Down Syndrome.,N/A,"Down syndrome is a genetic syndrome characterized with various dysmorphisms and congenital malformations such as congenital heart diseases. We aimed to evaluate the relationship between Down syndrome, hypothyroidism, and cardiac ���ndings.
Thyroid hormone pro���les and echocardiographic ���ndings were evaluated. Patients with hypothyroidism and Down syndrome were named group 1; patients with hypothyroidism without Down syndrome group 2 and group 3 was control. The echocardiographic parameters (interventricular septum and left ventricular systolic, diastolic posterior wall thickness, left ventricular end-diastolic diameter, ejection fraction) were indexed to body surface area. Left ventricular mass index and relative wall thickness were calculated. Patients with relative wall thickness equal to or below 0.42 were classi���ed as eccentric hypertrophy or normal geometry, while those over 0.42 as concentric remodeling or concentric hypertrophy.
Thyroid stimulating hormone values of groups 1 and 2 were signi���cantly higher than those of group 3. There were no signi���cant di���erences for fT4 between the groups. Interventricular septum and left ventricular posterior wall end-diastolic and end-systolic thickness were signi���cantly higher in group 1 than groups 2 and 3. There was no statistically signi���cant di���erence in left ventricular mass index between groups 1 and 2. In terms of relative wall thickness, 16 out of 29 patients in group 1 were revealed as concentric remodeling, 12 as normal geometry, 1 patient as eccentric hypertrophy. In group 2, 6 patients were revealed as concentric remodeling, 14 as normal geometry. There was no statistically signi���cant di���erence of left ventricular end-diastolic thickness between 3 groups.
Cardiac morphology and functions were signi���cantly a���ected by hypothyroidism in patients with Down syndrome. Hypertrophy in Down syndrome may be caused by the cellular changes in myocardium."
305,36999076,2023-04-01,"AIDS with obesity, hypothyroidism and elevated serum creatinine: A case report.","HAART"", ""HIV"", ""elevated serum creatinine"", ""hypothyroidism"", ""levothyroxine"", ""obesity","Hypothyroidism is a prevalent endocrine illness with a variety of clinical symptoms, but among which elevated serum creatinine is uncommon. Hypothyroidism is also common in acquired immunodeficiency syndrome (AIDS) patients, especially those receiving highly active antiretroviral treatment (HAART). Here we present a case of a young AIDS patient with hypothyroidism, increased serum creatinine, and obesity. Despite the lack of a kidney biopsy, following levothyroxine (LT4) therapy, his serum creatinine recovered to normal levels, and weight loss, edema, weakness, rough skin and other clinical symptoms obtained notable improvement. This highlights the need of clinicians paying attention to whether thyroid function is aberrant in human immunodeficiency virus (HIV) patients with increased creatinine, edema and significant weight gain since prompt thyroid hormone therapy can restore the alterations in renal function and avoid invasive renal biopsy."
306,36987412,2023-03-30,Reference intervals for thyroid hormones for the elderly population and their influence on the diagnosis of subclinical hypothyroidism.,"elderly"", ""reference intervals"", ""subclinical hypothyroidism"", ""thyroid hormones","This study aims to establish reference intervals (RIs) for thyroid hormones in the elderly population and analyze their influence on the prevalence of subclinical hypothyroidism.
Thyroid hormone records of subjects who underwent routine health checkup at our hospital between 2018 and 2020 were analyzed. Thyroid stimulating hormone (TSH), total triiodothyronine, total thyroxine, free triiodothyronine (FT3), and free thyroxine (FT4) levels were compared between young and elderly subjects. Thresholds of these thyroid hormones were established for elderly subjects.
A total of 22,207 subjects were included. Of them, 2,254 (10.15%) were aged ≥ 65 years. Elderly subjects had higher TSH, and lower FT3 and FT4 levels when compared with young subjects. In the elderly group, the RIs for TSH, FT3 and FT4 were 0.55-5.14 mIU/L, 3.68-5.47 pmol/L, and 12.00-19.87 pmol/L, respectively. The age and sex specific RIs for TSH were 0.56-5.07 mIU/L for men and 0.51-5.25 mIU/L for women. With whole-group RIs and age and sex-specific RIs for elderly people, the prevalence of subclinical hypothyroidism was 9.83% and 6.29% (p < 0.001), respectively.
Elderly individuals had higher TSH levels than young individuals. Our study indicated that establishing specific RIs for elderly individuals is needed. This has implications for the diagnosis and management of subclinical hypothyroidism in the elderly population.
Ova studija ima za cilj da utvrdi referentne intervale (RI) za tiroidne hormone u starijoj populaciji i analizira njihov uticaj na prevalenciju subkliničkog hipotireoze.
Analizirani su podaci o hormonima štitaste žlezde ispitanika koji su bili podvrgnuti rutinskom zdravstvenom pregledu u našoj bolnici u periodu od 2018. do 2020. godine. Tireostimulišući hormon (TSH), ukupni trijodtironin, ukupni tiroksin, slobodni trijodtironin (FT3) i nivo slobodnog tiroksina (FT4) upoređivani su između mladih i starijih ispitanika. Pragovi vrednosti ovih tiroidnih hormona su utvrđeni za starije osobe.
Uključeno je ukupno 22.207 ispitanika. Od njih 2.254 (10,15%) bilo je staro ≥ 65 godina. Stariji subjekti su imali veći TSH i niže nivoe FT3 i FT4 u poređenju sa mladim subjektima. U starijoj grupi, RI za TSH, FT3 i FT4 bili su 0,55-5,14 mIU/L, 3,68-5,47 pmol/L i 12,00-19,87 pmol/L, respektivno. RI za TSH bio je 0,56-5,07 mIU/L za muškarce i 0,51-5,25 mIU/L za žene. Kod RI cele grupe i RI specifičnih za uzrast i pol za starije osobe, prevalencija subkliničkog hipotireoze bila je 9,83% i 6,29% (p < 0,001), respektivno.
Starije osobe su imale veći nivo TSH od mladih osoba. Naša studija je pokazala da je potrebno uspostavljanje specifičnih RI za starije osobe. Ovo ima implikacije na dijagnozu i lečenje subkliničkog hipotireoze kod starije populacije."
307,36979787,2023-03-30,Severity of Fatigue and Its Relationship with TSH before and after Levothyroxine Replacement Therapy in Patients with Primary Hypothyroidism.,"fatigue"", ""hypothyroidism"", ""levothyroxine"", ""thyrotropin","Fatigue is a common symptom in hypothyroidism; however, the effect of levothyroxine on fatigue has been little studied. The aim of this study was to evaluate the effect of levothyroxine on fatigue in Latino patients with primary hypothyroidism, as well as the association of TSH and free T4 (FT4) with the severity and persistence of fatigue.
A prospective study was performed in 92 patients with primary hypothyroidism. Fatigue severity scale (FSS) scores and clinical and biochemical characteristics before and at 6 months of levothyroxine were evaluated.
After 6 months of levothyroxine, a reduction in FSS (53 (47-57) vs. 36 (16-38); 
Levothyroxine improved fatigue in most patients. Diabetes and an FSS score >34 or >36 before treatment were risk factors for persistent fatigue."
308,36975306,2023-03-29,The effect of over- and undertreatment of hypothyroidism on hospitalization outcomes of patients with decompensated heart failure.,"Hypothyroidism"", ""heart failure"", ""overtreatment"", ""undertreatment","The effect of over- and undertreatment of hypothyroidism on hospitalization outcomes of patients with acute decompensated heart failure (HF) has not been evaluated yet. We conducted retrospective cohort analyses of outcomes among 231 consecutive patients with treated hypothyroidism who were admitted to internal medicine departments of Shamir Medical Center with HF (2011-2019). Patients were divided into three groups according to their thyroid-stimulating hormone (TSH) levels: well treated (TSH: 0.4-4 mIU/L), overtreated (TSH: <0.4 mIU/L), and undertreated (TSH: >4 mIU/L). The main outcomes were mortality and recurrent hospitalization within 3 months. Among 231 patients, 106 were euthyroid, 14 were overtreated, and 111 undertreated. Patients' mean age was 79.8 ± 9.4 years. In-hospital mortality occurred in 4.7% in euthyroid patients, 14.3% in the overtreated group, and 10.7% in the undertreated group (p = 0.183). Differences in 30-day (p = 0.287) and 90-day (p = 0.2) mortality or recurrent hospitalization (p = 0.438) were not significantly different as well. However, in patients who were markedly undertreated and overtreated (TSH: >10 mIU/L or below 0.4 mIU/L) compared with 0.4-10 mIU/L, a significant increase in 90-day mortality was observed (33.3% vs 15.1% p = 0.016). Treatment status was independently associated with 90-day mortality after controlling for confounders with an adjusted odds ratio of 3.55 (95% confidence interval: 1.39-9.06). Although mild under- or overtreatment of hypothyroidism does not have a significant detrimental effect on hospitalization outcomes of patients with acute decompensated HF, markedly under- and overtreatment are independently associated with rehospitalizations and 90-day mortality. Larger cohorts are needed to establish the relationship between treatment targets and hospitalization outcomes of patients at risk for HF hospitalization."
309,36974971,2023-03-29,Hypothyroidism as an Independent Predictor of 30-day Readmission in Head and Neck Cancer Patients.,"head and neck cancer"", ""hypothyroidism"", ""readmissions"", ""surgical outcomes","To define the role of hypothyroidism and other risk factors for unplanned readmissions after surgery for head and neck cancer.
Retrospective cohort study.
The Nationwide Readmission Database (NRD) was used to identify patients who underwent surgery for mucosal head and neck cancer (oral cavity, oropharynx, larynx, and hypopharynx) between 2010 and 2017. Univariate and multivariate logistic regression were performed to determine patient, tumor, and hospital related risk factors for 30-day readmission. Readmitted patients were stratified by preoperative diagnosis of hypothyroidism to compare readmission characteristics.
For the 131,013 patients who met inclusion criteria, the readmission rate was 15.9%. Overall, 11.91% of patients had a preoperative diagnosis of hypothyroidism. After controlling for other variables, patients with a preoperative diagnosis of hypothyroidism had 12.2% higher odds of readmission compared to those without hypothyroidism (OR: 1.12, 1.03-1.22, p = 0.008). Patients with hypothyroidism had different reasons for readmission, including higher rates of wound dehiscence, fistula, infection, and electrolyte imbalance. Among readmitted patients, the length of stay for index admission (mean 10.5 days vs. 9.2 days, p < 0.001), readmission (mean 7.0 vs. 6.6 days, p = 0.05), and total hospital charge were higher for hypothyroid patients ($137,742 vs. $119,831, p < 0.001).
Hypothyroidism is an independent risk factor for 30-day readmission following head and neck cancer resection. Furthermore, hypothyroid patients are more likely to be readmitted for wound complications, infection, and electrolyte imbalance. Targeted interventions should be considered for hypothyroid patients to decrease readmission rates and associated patient morbidity, potentially leading to earlier initiation of adjuvant treatment.
3 Laryngoscope, 133:2988-2998, 2023."
310,36969736,2023-03-28,Analysis of Risk Factors and Screening Results of Neonatal Congenital Hypothyroidism in a Tertiary Care Center of Southern China.,"congenital hypothyroidism"", ""false-positive"", ""influencing factors"", ""neonates","To explore the risk factors for neonatal congenital hypothyroidism (CH) and the influencing factors of false-positive results in CH screening.
In this study, 255 neonatal patients with CH who completed the screening and further diagnosis and 366 neonates with positive CH screening results and normal thyroid function were selected as the case group. 246 healthy neonates with normal thyroid function were selected as the control group. Gestational age, birth-weight, maternal age, small for gestational age (SGA), perinatal factors (gestational thyroid dysfunction, gestational diabetes mellitus, etc.) were used as influencing factors, using 
There were statistical differences in the SGA, maternal gestational diabetes mellitus, thyroid disease, and the proportion using assisted reproduction technology among the case group, false-positive screening group, and control group (
Neonatal CH and positive screening results are influenced by assisted reproduction, gestational thyroid dysfunction, gestational diabetes mellitus, and SGA."
311,36967773,2023-03-28,Association between different metabolic phenotypes and the development of hypothyroidism: 9 years follow-up of Tehran thyroid study.,"follow-up"", ""hypothyroidism"", ""metabolic phenotype"", ""obesity phenotype"", ""sex difference","The association between metabolic phenotypes and thyroid function has not yet been established; therefore, this study examined whether different metabolic phenotypes are associated with the development of hypothyroidism.
Study participants were selected from the Tehran Thyroid Study (TTS). A total of 3338 euthyroid adults were included and categorized into four obesity phenotype groups: metabolically healthy normal weight (MHNW), metabolically healthy obese (MHO), metabolically unhealthy normal weight (MUNW), and metabolically unhealthy obese (MUO). The participants were assessed at baseline and during three follow-up studies at three-year intervals. Multiple logistic regression analysis was used to examine the relationship between metabolic phenotypes and the development of hypothyroidism.
In the total population, the chi-square test was only significant (P=0.008) in 3
Both obesity and metabolic abnormalities are associated with hyperthyroidism. Healthy metabolic and weight maintenance were associated with a lower risk of hypothyroidism in males and females."
312,36967417,2023-03-27,Clinical presentation and prognosis of COVID-19 in older adults with hypothyroidism: data from the GeroCovid observational study.,"Aged"", ""COVID-19"", ""GeroCovid study"", ""Hypothyroidism"", ""Prognosis","The prevalence of hypothyroidism among older patients hospitalized for COVID-19 and its association with mortality is unclear. This study aims to investigate the prevalence of hypothyroidism in older COVID-19 inpatients and verify if this comorbidity is associated with a specific pattern of onset symptoms and a worse prognosis.
COVID-19 inpatients aged ≥ 60 years, participating in the GeroCovid acute wards cohort, were included. The history of hypothyroidism was derived from medical records and the use of thyroid hormones. Sociodemographic data, comorbidities, symptoms/signs at the disease onset and inflammatory markers at ward admission were compared between people with vs without history of hypothyroidism. The association between hypothyroidism and in-hospital mortality was tested through Cox regression.
Of the 1245 patients included, 8.5% had a history of hypothyroidism. These patients were more likely to present arterial hypertension and obesity compared with those without an history of hypothyroidism. Concerning COVID-19 clinical presentation, patients with hypothyroidism had less frequently low oxygen saturation and anorexia but reported muscle pain and loss of smell more commonly than those without hypothyroidism. Among the inflammatory markers, patients with hypothyroidism had higher lymphocytes values. At Cox regression, hypothyroidism was associated with reduced in-hospital mortality only in the univariable model (HR = 0.66, 95% CI 0.45-0.96, p = 0.03); conversely, no significant result were observed after adjusting for potential confounders (HR = 0.69, 95% CI 0.47-1.03, p = 0.07).
Hypothyroidism does not seem to substantially influence the prognosis of COVID-19 in older people, although it may be associated with peculiar clinical and biochemical features at the disease onset."
313,36967321,2023-03-27,Subclinical Hypothyroidism is Not Associated with Femoral Osteoporosis in Individuals Aged 50 Years or Older.,"Bone mass density"", ""Osteopenia"", ""Osteoporosis"", ""Subclinical hypothyroidism","Thyroid dysfunction and osteoporosis are conditions strongly associated with aging, and the prevalence of both conditions is expected to increase in the coming decades. Thyroid hormones regulate bone metabolism, and the role of subclinical hypothyroidism on bone mineral density (BMD) is still controversial. Hence, this study aims to assess the association of subclinical hypothyroidism with femoral osteopenia and osteoporosis in individuals aged 50 years or older.
This retrospective cohort study was carried out with 864 outpatients having at least one result for TSH levels before the first record of dual-energy X-ray absorptiometry (DXA). The primary endpoints were osteopenia (-2.5 standard deviation (SD) <T-score <-1.0SD) and osteoporosis (T-score ≤-2.5SD). Cox proportional hazards regression assessed the association of subclinical hypothyroidism (TSH ≥4.5 mIU/L) with osteopenia and osteoporosis in unadjusted and covariate-adjusted models. Hazard ratios (HR) and 95% confidence intervals (95%CI) were calculated, and p-values <0.05 were considered statistically significant.
There was no significant association between subclinical hypothyroidism and femoral osteopenia in either unadjusted [HR: 1.149 (0.835-1.580); p=0.394] or fully covariate-adjusted models [HR: 1.069 (0.774-1.477); p=0.687]. Subclinical hypothyroidism was associated with femoral osteoporosis in the unadjusted analysis [HR: 1.981 (1.044-3.757); p= 0.036], but a lack of association occurred and remained after successive covariate-adjustments analyses [HR: 1.392 (0.615-3.152); p=0.428].
Subclinical hypothyroidism is not independently associated with either femoral osteopenia or osteoporosis in individuals aged 50 years or older over a four-year follow-up time."
314,36967069,2023-03-27,Subclinical Hypothyroidism and Clinical Outcomes After Percutaneous Coronary Intervention: A Meta-Analysis.,N/A,"While subclinical hypothyroidism (SCH) was reportedly associated with an increased risk of cardiovascular mortality, the relationship between SCH and clinical outcomes of patients undergoing percutaneous coronary intervention (PCI) is uncertain. The aim of this study was to assess the association of SCH and cardiovascular outcomes in patients undergoing PCI. We searched PubMed, Embase, Scopus, and CENTRAL databases from its inception until April 1, 2022 for studies comparing the outcomes between SCH and euthyroid patients undergoing PCI. Outcomes of interest include cardiovascular mortality, all-cause mortality, myocardial infarction (MI), major adverse cardiovascular and cerebrovascular events (MACCE), repeat revascularization and heart failure. Outcomes were pooled using the DerSimonian and Laird random-effects model and reported as risk ratios (RR) and 95% confidence intervals (CI). A total of 7 studies involving 1132 patients with SCH and 11,753 euthyroid patients were included in the analysis. Compared with euthyroid patients, patients with SCH had significantly higher risk of cardiovascular mortality (RR 2.16, 95% CI: 1.38-3.38, P < 0.001), all-cause mortality (RR 1.68, 95% CI: 1.23-2.29, P = 0.001) and repeat revascularization (RR 1.96, 95% CI: 1.08-3.58, P = 0.03). However, there were no differences between both groups in terms of incidence of MI (RR 1.81, 95% CI: 0.97-3.37, P = 0.06), MACCE (RR 2.24, 95% CI: 0.55-9.08, P = 0.26) and heart failure (RR 5.38, 95% CI: 0.28-102.35, P = 0.26). Our analysis suggests among patients undergoing PCI, SCH was associated with increased risk of cardiovascular mortality, all-cause mortality and repeat revascularization compared to euthyroid patients."
315,36961565,2023-03-25,Association of subclinical hypothyroidism with metabolic syndrome and its components among outpatients with first-episode drug-naïve major depressive disorder: a large-scale cross-sectional study.,"Major depressive disorder"", ""Metabolic syndrome"", ""Subclinical hypothyroidism","Both metabolic syndrome (MetS) and subclinical hypothyroidism (SCH) are prevalent in major depressive disorder (MDD) patients. However, their relationship in this population remains unknown. The study assessed the association between SCH and MetS in 1706 first-episode drug-naïve (FEDN) MDD patients. We also compared the relationship between MetS and clinical symptoms in patients with and without comorbid SCH. The Positive and Negative Syndrome Scale positive subscale, the Hamilton Anxiety Rating Scale, and the Hamilton Depression Rating Scale were used to detect clinical symptoms. Serum levels of free triiodothyronine, free thyroxine, thyroid stimulating hormone (TSH), anti-thyroglobulin, thyroid peroxidases antibody, cholesterol, triglycerides, high-density lipoprotein cholesterol, low-density lipoprotein cholesterol, and fasting glucose were measured. The Area Under the Curve (AUC) was used to test the performance of serum TSH in identifying MetS patients. The prevalence of MetS and SCH was 34.5% (n = 585) and 61% (n = 1034), respectively. The presence of SCH increased the risk of MetS, hyperglycemia, hypertension, obesity, and low HDL-C by 4.91, 3.51, 3.54, 2.02, and 2.34 times, respectively. Serum TSH had a nice ability to distinguish MetS patients from non-MetS patients (AUC value = 0.77). MetS and its components exhibited a positive association with clinical profiles only in SCH patients, but not in non-SCH patients. Taken together, our study suggested SCH was closely related to MetS and might play a vital role in the relationship between MetS and clinical symptoms. Regular thyroid function checks might help early detect MetS."
316,36945978,2023-03-23,"Etiological, clinical, and laboratory evaluation of congenital hypothyroidism and determination of levothyroxine (LT4) dose at treatment interruption in differentiating permanent vs. transient patients.","Congenital hypothyroidism"", ""etiology"", ""permanent hypothyroidism"", ""transient hypothyroidism","Congenital hypothyroidism (CH) is the most common cause of preventable but irreversible mental retardation in children, although the risk has been widely abolished by national neonatal screening programs. The aim of this study was to determine, (a) the cause of CH, (b) the etiological cause of persistent CH and (c) to investigate the role of laboratory and clinical data in predicting persistent and transient CH.
Patients diagnosed with CH, who started L-thyroxine treatment and were followed up for at least three years were included. Patient data were reviewed retrospectively. Serum thyroid hormones were measured four weeks after discontinuation of therapy at age three or earlier. Cases with a thyroid-stimulating hormone (TSH) value of >10 mIU/mL were accepted as permanent hypothyroidism, while cases with normal TSH values for six months after cessation were accepted as transient hypothyroidism.
There were 232 treated cases, of whom 108 (46.6%) were female, and 169 (72.8%) were eventually diagnosed with transient CH. The best cut-off point for predicting permanent status was determined as LT4 cut-off dose ≥1.45 mcg/kg/day. The median (range) duration of L-thyroxine treatment in transient hypothyroid cases was 24 (range: 6-36) months, and treatment was discontinued before the age of three years in 64%.
There were 232 treated cases, of whom 108 (46.6%) were female, and 169 (72.8%) were eventually diagnosed with transient CH. The best cut-off point for predicting permanent status was determined as LT4 cut-off dose ≥1.45 mcg/kg/day. The median (range) duration of L-thyroxine treatment in transient hypothyroid cases was 24 (range: 6-36) months, and treatment was discontinued before the age of three years in 64%."
317,36945342,2023-03-23,Physical Development at School Entry in Children with Congenital Hypothyroidism Diagnosed by the National Program of Newborn Screening in Iran.,"Congenital Hypothyroidism"", ""Evaluation"", ""Iran"", ""Physical Development"", ""Wechsler Pre-school and Primary Scale","The newborn screening program for diagnosing and treating children with congenital hypothyroidism (CH) in Iran was established in 2004.
This study aimed to evaluate the national program's success in maintaining the physical development and anthropometric indexes of children with CH.
This historical cohort study was carried out in five provinces located in five different geographical regions of Iran. The anthropometric indexes, including weight, height, and head circumference of 240 children diagnosed with transient congenital hypothyroidism (TCH) (n = 131) and permanent congenital hypothyroidism (PCH) (n = 109) were measured and compared with those of 240 healthy children aged six.
Mean ± standard deviation (SD) of weight, height, and head circumference of children with CH aged six were 20304.8 ± 4457.9 g, 115.6 ± 5.9 cm, and 50.8 ± 1.7 cm, respectively. Mean ± SD of height (116.7 ± 6.1 cm) and head circumference (51.1 ± 1.7 cm) in the control (healthy) group were significantly higher than those of the CH children group (P < 0.05). Mean ± SD weight in the control group (20741.2 ± 4337.3 g) was higher than that in the CH group (20304.8 ± 4457.9 g). However, the difference was not statistically significant (P = 0.3). No significant difference was observed between TCH and PCH children in the subgroup analysis (P > 0.05).
Although the mean of anthropometric indexes in CH patients was slightly lower than that in healthy children aged six, the difference between the two groups was insignificant. The physical development of children with CH was evaluated as good. Our results suggested that the newborn screening program for identifying and treating children with CH in Iran may have improved the growth outcomes."
318,36942807,2023-03-22,Effect of obesity and hypothyroidism on hepcidin concentration in pregnancy - a pilot study using maternal and umbilical cord blood at delivery day.,N/A,"Hepcidin is a primary regulator of iron metabolism in the human body. By promoting ferroportin degradation, hepcidin reduces intestinal iron absorption and its release from intracellular stores. In the course of pregnancy, gradually declining hepcidin concentrations encourage placental iron transfer, thereby providing the appropriate amount of iron for fetal development. Hence, we aimed to investigate changes in maternal and cord blood hepcidin and iron metabolism parameters in normal-weight (n=17) and obese (n=17) gestating women, as well as gravid women with a history of hypothyroidism following the restoration of euthyroidism (n=17). All blood samples were taken on the day of delivery, and ELISA kits were used for measurements. A significant increase in maternal hepcidin concentration was observed in obese pregnant women, compared to normal-weight controls (29.53±4.20 ng/mL vs. 25.69±5.70 ng/mL; P<0.05). However, only a slight, insignificant tendency for lower hepcidin was noted in the hypothyroid group, compared to the healthy controls (23.10±6.00 ng/mL vs. 25.69±5.70 ng/mL; P=NS). Moreover, decreased maternal free triiodothyronine, triiodothyronine, free thyroxine, and ferritin levels were revealed in the hypothyroid group, compared to the normal-weight individuals (P<0.05). Furthermore, positive correlations between maternal hepcidin and the majority of maternal thyroid hormones were found, with a most potent relation to FT3 (r=0.40; P<0.01). Interestingly, no alterations of thyroid hormones and iron metabolism parameters were noticed in cord blood in any of the subgroups. In summary, pre-pregnancy obesity is associated with elevated maternal hepcidin, albeit no signs of lowered cord blood iron status were shown. Medical history of hypothyroidism following the restoration of euthyroidism does not substantially influence maternal nor cord blood hepcidin concentration, as well as fetal iron homeostasis, even though free thyroid hormone levels correlate with maternal hepcidin."
319,36942566,2023-03-22,Efficacy of Chinese medicine in the adjuvant treatment of Hashimoto's thyroiditis with hypothyroidism: a systematic review and meta-analysis.,"Chinese herbal medicine"", ""Hashimoto’s thyroiditis"", ""hypothyroidism"", ""meta-analysis"", ""systematic review","The quality of the studies was assessed using the Cochrane risk bias assessment tool and the results were analyzed using Review Manager 5.3 software. The evidence was also evaluated for its strength using GRADE. A total of 18 randomized controlled trials were included in the study, involving 1247 patients. The primary outcomes of this study included overall efficacy, effectiveness in treating specific symptoms, and the Traditional Chinese Medicine symptom score. The secondary outcomes included the levels of FT3, FT4, and TSH, the size of the thyroid gland, and any adverse events. The results of the meta-analysis showed that CHM combined with WM has a better curative effect and a more effective reduction in clinical symptoms than WM alone: comprehensive efficacy [OR = 4.83; 95% CI (3.45, 6.76)], syndrome efficacy [OR = 5.95; 95% CI (3.94, 8.99)], TCM symptom score SMD = -1.49; 95% CI (-1.86, -1.11)], FT3 [SMD = 0.59; 95% CI (0.48, 0.71)], FT4 [SMD = 0.59; 95% CI (0.48, 0.71)], TSH SMD = -0.97; 95% CI (-1.35, -0.58)], and thyroid volume SMD = -0.25; 95% CI (-0.34, 0.15)]. The incidence of adverse events between the groups was not significantly different [OR = 1.00; 95% CI (0.14, 7.27)]. Because of the effectiveness of CHM, we support using CHM to improve clinical efficacy in the treatment of HTH. The results of our research suggest that the use of Chinese Herbal Medicine (CHM) in combination with Western Medicine (WM) may result in improved clinical efficacy in the treatment of hypothyroidism (HTH) compared to using WM alone."
320,36942039,2023-03-22,The Consensus on the Diagnosis and Management of Congenital Hypothyroidism in Term Neonates.,"Congenital hypothyroidism"", ""infant"", ""newborn","Congenital hypothyroidism (CH) is one of the most treatable endocrine disorders in infants and children that can influence the function of many organs in the body. On-time diagnosis and treatment can prevent the adverse effects of thyroid hormone deficiency on the child's neurodevelopment. There are many challenges in screening, post-screening, diagnosis, and managing this disorder. Therefore, this article aimed to mention updated information on this issue. Although there are different approaches for the treatment of hypothyroidism, the authors decided to create a national approach based on the conditions of our country."
321,36940515,2023-03-21,The simultaneous action of acute paradoxical sleep deprivation and hypothyroidism modulates synaptosomal ATPases and acetylcholinesterase activities in rat brain.,"ATPases"", ""Acetylcholinesterase"", ""Hypothyroidism"", ""Paradoxical sleep deprivation","Thyroid dysfunctions as well as sleep abnormalities are usually followed by neurological, psychiatric and/or behavioral disorders. On the other hand, changes in the brain adenosine triphosphatases (ATPases) and acetylcholinesterase (AChE) activities show significant importance in pathogenetic pathways in the evolution of numerous neuropsychiatric diseases.
This study aimed to evaluate the in vivo simultaneous effects of hypothyroidism and paradoxical sleep deprivation for 72 h on synaptosomalATPases and AChE activities of whole rat brains. In order to induce hypothyroidism, 6-n-propyl-2-thiouracil was administrated in drinking water during 21 days. The modified multiple platform method was used to induce paradoxical sleep deprivation. The AChE and ATPases activities were measured using spectrophotometric methods.
Hypothyroidism significantly increased the activity of Na
The effect of simultaneous existence of hypothyroidism and paradoxical sleep deprivation reduces the activity of the Na"
322,36935746,2023-03-21,Hypothyroidism impairs development of the gastrointestinal tract in the ovine fetus.,"cortisol"", ""fetus"", ""gastrin"", ""gastrointestinal"", ""growth"", ""maturation"", ""thyroid hormones","Growth and maturation of the fetal gastrointestinal tract near term prepares the offspring for the onset of enteral nutrition at birth. Structural and functional changes are regulated by the prepartum rise in cortisol in the fetal circulation, although the role of the coincident rise in plasma tri-iodothyronine (T3) is unknown. This study examined the effect of hypothyroidism on the structural development of the gastrointestinal tract and the activity of brush-border digestive enzymes in the ovine fetus near term. In intact fetuses studied between 100 and 144 days of gestation (dGA; term ∼145 days), plasma concentrations of T3, cortisol and gastrin; the mucosal thickness in the abomasum, duodenum, jejunum and ileum; and intestinal villus height and crypt depth increased with gestational age. Removal of the fetal thyroid gland at 105-110 dGA suppressed plasma thyroxine (T4) and T3 concentrations to the limit of assay detection in fetuses studied at 130 and 144 dGA, and decreased plasma cortisol and gastrin near term, compared to age-matched intact fetuses. Hypothyroidism was associated with reductions in the relative weights of the stomach compartments and small intestines, the outer perimeter of the intestines, the thickness of the gastric and intestinal mucosa, villus height and width, and crypt depth. The thickness of the mucosal epithelial cell layer and muscularis propria in the small intestines were not affected by gestational age or treatment. Activities of the brush border enzymes varied with gestational age in a manner that depended on the enzyme and region of the small intestines studied. In the ileum, maltase and dipeptidyl peptidase IV (DPPIV) activities were lower, and aminopeptidase N (ApN) were higher, in the hypothyroid compared to intact fetuses near term. These findings highlight the importance of thyroid hormones in the structural and functional development of the gastrointestinal tract near term, and indicate how hypothyroidism "
