Article Count,Article ID,Publication Date,Title,Keywords,Abstract
204,25233870,2014-09-23,2013 American College of Rheumatology/European League against rheumatism classification criteria for systemic sclerosis outperform the 1980 criteria: data from the Canadian Scleroderma Research Group.,N/A,"The goal of this study was to determine the sensitivity of the new 2013 classification criteria for systemic sclerosis (SSc; scleroderma) in an independent cohort of SSc subjects and to assess the contribution of individual items of the criteria to the overall sensitivity.
SSc subjects from the Canadian Scleroderma Research Group cohort were assessed. Sensitivity was determined in several subgroups of patients. In patients without the criterion of skin thickening proximal to the metacarpophalangeal (MCP) joints, we recalculated sensitivity after removing the individual criterion.
A total of 724 SSc patients were included. Most were women (86%), mean age was 55.8 years, mean disease duration was 10.9 years, and 59% had limited cutaneous SSc (lcSSc). Overall, the sensitivity of the 2013 criteria was 98.3% compared to 88.3% for the 1980 criteria. This pattern was consistent among those with lcSSc (98.8% versus 85.6%), anticentromere antibodies (98.9% versus 79.8%), disease duration ≤3 years (98.7% versus 84.7%), and no skin involvement proximal to the MCP joints (97% versus 60%). In the latter subgroup, removing Raynaud's phenomenon and sclerodactyly from the criteria reduced the sensitivity to 77% and 79%, respectively. Removing both sclerodactyly and puffy fingers reduced the sensitivity to 62%.
The 2013 SSc classification criteria classify more SSc patients than the 1980 criteria. The improvement in sensitivity is most striking in those with lcSSc, especially those without skin involvement proximal to the MCP joints. The addition of Raynaud's phenomenon and puffy fingers to the 2013 criteria accounts for important gains in sensitivity."
205,25028368,2014-07-17,Is there subclinical synovitis in patients with palindromic rheumatism in the intercritical period? a clinical and ultrasonographic study according to anticitrullinated protein antibody status.,"ANTICITRULLINATED PROTEIN ANTIBODIES"", ""PALINDROMIC RHEUMATISM"", ""SUBCLINICAL SYNOVITIS"", ""ULTRASOUND","To investigate the presence of subclinical synovitis by ultrasound (US) and the clinical phenotype in patients with palindromic rheumatism (PR) according to anticitrullinated protein antibody (ACPA) status.
Fifty-four patients with PR were studied. Clinical, demographic, serological, and therapeutic characteristics were compared in ACPA-positive and ACPA-negative patients. US searching for synovial hypertrophy (SH) and power Doppler signal (PDUS) in 22 joints of the hands was performed in the intercritical period. The results were compared according to ACPA status and with a healthy control group (n = 30). In 10 patients, US was performed during the joint attack.
Most patients were female (63%) with a mean disease duration of 11.6 ± 10.7 years. Thirty-six patients (66.7%) were ACPA-positive. ACPA-positive patients had a shorter duration of attacks, a younger age, and less knee involvement at disease onset. US examination showed SH grade ≥ 1 in 79.6% of patients with PR and 50% of controls. Significant US results (SH ≥ 2 or PDUS) were observed in 2.7% and 1.4% of joints assessed and in 33% and 25.9% of patients with PR, respectively. Only 4 patients (7.4%) had US active synovitis (SH ≥ 2 plus PDUS) in at least 1 joint. US assessment showed no significant differences between ACPA-positive and ACPA-negative patients. PDUS was observed in 7 out of 10 patients during attacks.
Some differences emerged in the clinical phenotype of PR according to ACPA status. Most patients with PR do not have US subclinical synovitis in the intercritical period, even those who are ACPA-positive."
206,24924725,2014-06-14,[Technological orthopedic treatment of feet destroyed by rheumatism. Update].,N/A,"The course of rheumatoid arthritis often leads to afflictions of the feet with typical deformities and complaints. In addition to the basis medication, physical therapy, physiotherapy and local infiltration techniques, technological orthopedic shoe treatment is an important component of conservative therapy.
This review article presents the foundations of the pathomechanics of rheumatic feet and the principles of treatment.
Through a sensible implementation of a foot disorder orthosis it is possible to mitigate deformities due to rheumatoid arthritis and also positively influence the further course. The aim of a foot disorder orthosis is ultimately to delay or even avoid surgical measures for rheumatic feet and also to stabilize the results after surgical interventions."
207,24909289,2014-06-10,[The decline in lung function is associated with a decrease in the number of BTLA⁺ lymphocytes and regulatory T cells in patients with rheumatism].,N/A,"To investigate the relationships between B, T lymphocyte attenuator (BTLA), regulatory T (Treg) cells and reduced lung function of patients with rheumatism.
The lung function of 482 patients of rheumatism, including rheumatoid arthritis (RA, 198 cases), ankylosing spondylitis (AS, 114 cases), Sjogren's syndrome (SS, 102 cases) and osteoarthritis (OA, 68 cases), were detected by spirometer. BTLA and Treg cells of peripheral blood in 482 patients with rheumatic diseases were observed using flow cytometry.
Lung function and the expressions of BTLA and Treg cells were lower in patients with rheumatism than those in normal controls. Lung function parameters, such as forced expiratory volume in 1 second (FEV1), peak expiratory flow (PEF), forced expiratory flow at 50% of forced vital capacity (FEF50), forced expiratory flow at 75% of forced vital capacity (FEF75), were higher in the rheumatism group with normal BTLA and Treg cells than those in the group with abnormal BTLA and Treg cells (P<0.05 or P<0.01). Correlation analysis showed that there were positive correlations between lung function parameters orced vital capacity(FVC), maximal voluntary ventilation (MVV), FEV1, forced expiratory flow at 25% of forced vital capacity (FEF25), FEF50 and BTLA, Tregs. There were negative correlations between lung function parameters FVC, FEV1, FEF50, FEF75 and IL-4, IgA, IgM (P<0.05 or P<0.01).
The decline in lung function of patients with rheumatism is related to down-regulation of BTLA, Tregs and excessively abnormal activation of T and B cells."
208,24898360,2014-06-06,Risk of stroke in patients with rheumatism: a nationwide longitudinal population-based study.,N/A,"The aim of this study was to investigate rheumatoid arthritis (RA), and systemic lupus erythematous (SLE) as risk factors for stroke. The study was analyzed by Using the Taiwan Longitudinal Health Insurance Database 2005 (LHID2005), this cohort study investigated patients with a recorded diagnosis of RA (N = 6114), and SLE (N = 621) between January 1, 2004, and December 31, 2007, with age-matched controls (1:4) (for RA, N = 24456; SLE, N = 2484). We used Cox proportional-hazard regressions to evaluate the hazard ratios (HRs) after adjusting confounding factors. Our study found 383 of 6114 RA patients, experienced stroke during the 20267 person-year follow-up period. The adjusted HR of stroke for RA patients was 1.24 (95% CI, 1.11 to 1.39), and for SLE patients was 1.88 (95% CI, 1.08 to 3.27). When steroid was added as additional confounding factor, the adjusted HR of ischemic stroke for RA patients was 1.32 (95% CI, 1.15 to 1.50), and for SLE patients was 1.31 (95% CI, 0.51 to 3.34). In conclusion, the rheumatic diseases of RA, and SLE are all risk factors for stroke. After controlled the effect of steroid prescription, RA is risk factor for ischemic stroke."
209,24741774,2014-04-20,Psoriatic rheumatism. Inflammatory arthropathy.,N/A,"Psoriatic rheumatism is an inflammatory arthropathy associated with cutaneous psoriasis that occurs mainly in adults aged between 30 and 45 years. In most cases, cutaneous phenomena precede rheumatic manifestations. Psoriatic rheumatism may begin as a monoarthritis and the diagnosis will be confirmed by the presence of psoriatic plaques or by the personal and family history of psoriasis. As a chronic proliferative epidermal disease, psoriasis is due to a genetic predisposition and it is clinically expressed following the triggering action of several factors. The onset is preceded by various events. Psoriasis is two to three times more common in patients with arthritis and about 10-20% of psoriasis patients show joint damage.
The present study aims to demonstrate the clinical and biological efficacy of biotechnology-derived biologic drugs, acting as TNFalpha antagonists and used as backup therapy, at the same time bringing new hope for broadening and improving therapy in psoriatic arthropathy.
The study included a total of 21 patients (13 men, 8 women) admitted in the interval 2011-2012 to the I-st Rheumatology Clinic of the Iasi Rehabilitation Hospital. The patients were older than 20 years and had one or more peripheral arthritis conditions, skin and nail lesions.
Based on the results, it is recommended that infliximab to be administered in patients who meet CASPAR ((Classification Criteria for Psoriatic Arthritis) diagnostic criteria, have the disease in aggressive stage, and do not respond to treatment with methotrexate (MTX) or other disease-modifying antirheumatic drugs--DMARDs (leflunomide, sulfasalazine) administered for 12 weeks.
Infliximab is effective in counteracting the potentially harmful elements. It reduces the number of tender and swollen joints, improves the functional capacity and the quality of life, and slows down the radiologic progression. Infliximab is well tolerated, effective, with an optimum safety profile during short-term administration in patients with active forms of psoriatic arthropathy."
210,24692574,2014-04-03,"Dissemination and evaluation of the European League Against Rheumatism recommendations for the role of the nurse in the management of chronic inflammatory arthritis: results of a multinational survey among nurses, rheumatologists and patients.","guideline"", ""inflammatory arthritis"", ""nurses"", ""rheumatology nursing","The aims of this study were to disseminate, assess agreement with, assess the application of and identify potential barriers for implementation of the European League Against Rheumatism (EULAR) recommendations for the role of nurses in the management of chronic inflammatory arthritis (CIA) using a survey of nurses, rheumatologists and patients.
A Web-based survey was distributed across Europe and the USA using snowball sampling. Levels of agreement and application were assessed using a 0-10 rating scale (0 = none, 10 = full agreement/application). Reasons for disagreement and potential barriers to application of each recommendation were sought. Regional differences with respect to agreement and application were explored.
In total, 967 nurses, 548 rheumatologists and 2034 patients from 23 countries participated in the survey. Median level of agreement was high in all three groups, ranging from 8 to 10 per recommendation. Median level of application was substantially lower, ranging from 0 to 8 per recommendation. Agreement and application were lowest in Eastern and Central Europe. The most commonly reported reasons for incomplete agreement were too many other responsibilities (nurses), doubts about knowledge of the nurse (rheumatologists) and fear of losing contact with the rheumatologist (patients). The most commonly reported barriers to the application were time constraints and unavailability of service. Rheumatologists responses suggested that nurses had insufficient knowledge to provide the recommended care.
The EULAR recommendations for the role of nurses in the management of CIA have been disseminated among nurses, rheumatologists and patients across Europe and the USA. Agreement with these recommendations is high, but application is lower and differed across regions."
211,27039910,2014-04-01,[Prophylaxis and treatment of infections in elderly patients with rheumatism].,"Elderly"", ""Rheumatoid arthritis"", ""Risk of infection"", ""Treatment"", ""Vaccination","In general, the risk of serious infections increases with age, mainly explained by immunosenescence and accumulation of comorbidities. Those patients with rheumatoid arthritis who are of advanced age and require treatment with immunosuppressive agents are at particular risk to develop an infectious disease. Actual requirement and kind of treatment on the one hand, and risk of infection on the other hand, have to be considered carefully for each patient. For example, in high-risk patients, it is important to use glucocorticoids in a minimal way, i.e. in low doses and as short as possible. Vaccination, especially against influenza and pneumococci, plays an essential role in preventing infectious diseases, particularly in the elderly. Nevertheless, in cases of suspected bacterial infection, empiric antibiotic therapy should be started promptly. Due to the burden of drugs taken by patients of advanced age, the benefits and possible side effects as well as potential drug interactions have to be carefully considered. In summary, drug treatment of the elderly requires bearing in mind the complete health status of the individual patient."
212,24623460,2014-03-14,"In palindromic rheumatism, hand joint involvement and positive anti-CCP antibodies predict RA development after 1 year of follow-up.",N/A,"This study aimed to determine the frequency of rheumatoid factor (RF) and cyclic citrullinated peptide (CCP) antibodies in a cohort of patients with palindromic rheumatism (PR) and to find determinants for progression to rheumatoid arthritis (RA). All new cases of PR (n=90) were included prospectively and followed up for 1 year, and a comparison group of RA cases (n=70) was also included. At study entry in all patients in both groups, RF and anti-CCP antibodies were tested, and the findings were compared and correlated. In the PR group at presentation, RF was positive in 30 patients (33.3%) and, in the RA group, in 45 patients (64.3%). Anti-CCP antibodies were positive in 35 patients (38.9%) with PR and in 58 patients (82.9%) with RA. In the PR group, positive correlations were observed between RF and C-reactive protein (CRP) (p=0.036), while anti-CCP positively correlated with disease duration (p=0.015) and CRP (p<0.001). At 1-year follow-up, 25 cases (27.5%) had progressed to RA, 3 (3.3%) cases had developed systemic lupus, 43 cases had responded to hydroxychloroquine with complete remission, five cases had developed other rheumatic diseases, and 14 cases had progressed to undifferentiated arthritis. After regression analysis, the involvement of hand joints and positive anti-CCP were the only predictors that determined progression into RA within a year (p<0.001 and p=0.02, respectively). Early hand joint involvement and positive anti-CCP at disease onset are good predictors for progression to RA in this domain."
213,24206454,2013-11-12,European League against rheumatism - selected presentation and poster a highlights June 11th to 13th 2013.,N/A,"The heterogeneous pathology of many autoimmune diseases warrants the continual discovery and development of new drugs. Drawing on selected oral presentations and selected poster displays, this article highlights some new developments in the pharmacological validation of molecular targets implicated in inflammatory autoimmune disease and may be of direct importance to scientists working in this field.
This report describes the current state of the pharmacology of selected drugs and targets which may have utility in modulating immune function and autoimmune inflammatory disease.
Many new molecules are progressing through clinical development for the treatment of rheumatological diseases. The value of the basic nonclinical and clinical research presented is to further pharmacological knowledge of the molecule, better understand the benefit-risk associated with clinical development and to assist in supporting the potential position of a new drug in the current treatment paradigm."
214,24141350,2013-10-22,Fibroblastic rheumatism - case report.,N/A,"Fibroblastic rheumatism is a rare fibro-proliferative disease, of unknown etiology. It is characterized by sudden onset of symmetric inflammatory polyarthritis simultaneously or preceded by multiple cutaneous nodules, ranging from 5 to 20mm in diameter, with predilection for the upper and lower extremities. With only a few dozens of cases described, it has a worldwide distribution, affecting primarily caucasians of all ages (cases described ranging 8 to 68 years), without gender predilection. The authors describe the case of a patient presenting multiple cutaneous nodules located on the back of the hands, without any articular or sistemyc complaints. Correlation between clinical and histopathological aspects led to the diagnosis and treatment, with a favorable outcome."
215,24122180,2013-10-15,2013 classification criteria for systemic sclerosis: an American College of Rheumatology/European League against Rheumatism collaborative initiative.,N/A,"The 1980 American College of Rheumatology (ACR) classification criteria for systemic sclerosis (SSc) lack sensitivity for early SSc and limited cutaneous SSc. The present work, by a joint committee of the ACR and the European League Against Rheumatism (EULAR), was undertaken for the purpose of developing new classification criteria for SSc.
Using consensus methods, 23 candidate items were arranged in a multicriteria additive point system with a threshold to classify cases as SSc. The classification system was reduced by clustering items and simplifying weights. The system was tested by 1) determining specificity and sensitivity in SSc cases and controls with scleroderma-like disorders, and 2) validating against the combined view of a group of experts on a set of cases with or without SSc.
It was determined that skin thickening of the fingers extending proximal to the metacarpophalangeal joints is sufficient for the patient to be classified as having SSc; if that is not present, 7 additive items apply, with varying weights for each: skin thickening of the fingers, fingertip lesions, telangiectasia, abnormal nailfold capillaries, interstitial lung disease or pulmonary arterial hypertension, Raynaud's phenomenon, and SSc-related autoantibodies. Sensitivity and specificity in the validation sample were, respectively, 0.91 and 0.92 for the new classification criteria and 0.75 and 0.72 for the 1980 ACR classification criteria. All selected cases were classified in accordance with consensus-based expert opinion. All cases classified as SSc according to the 1980 ACR criteria were classified as SSc with the new criteria, and several additional cases were now considered to be SSc.
The ACR/EULAR classification criteria for SSc performed better than the 1980 ACR criteria for SSc and should allow for more patients to be classified correctly as having the disease."
216,24112952,2013-10-12,Fibroblastic rheumatism: immunosuppressive therapy is not always required.,"Fibroblastic rheumatism"", ""Immunosuppressive drugs"", ""Non-pharmacological treatment"", ""Physical therapy","Fibroblastic rheumatism is a very rare cause of distal and bilateral polyarthritis characterized by cutaneous nodules, sclerodactylitis, thickened palmar fascia and Raynaud phenomenon. Physiopathology remains unknown and the diagnosis is histologic. Despite the use of immunosuppressive agents in some isolated cases with a variable efficacy, we report a case of typical fibroblastic rheumatism with severe digital retraction who dramatically improved after intensive physical therapy without immunosuppressive drugs prescription. Such a case illustrates that improvement may be spontaneous and that non pharmacological approach is a cornerstone in the management of this disease."
217,24092682,2013-10-05,2013 classification criteria for systemic sclerosis: an American college of rheumatology/European league against rheumatism collaborative initiative.,"Disease Activity"", ""Systemic Sclerosis"", ""Treatment","The 1980 American College of Rheumatology (ACR) classification criteria for systemic sclerosis (SSc) lack sensitivity for early SSc and limited cutaneous SSc. The present work, by a joint committee of the ACR and the European League Against Rheumatism (EULAR), was undertaken for the purpose of developing new classification criteria for SSc.
Using consensus methods, 23 candidate items were arranged in a multicriteria additive point system with a threshold to classify cases as SSc. The classification system was reduced by clustering items and simplifying weights. The system was tested by (1) determining specificity and sensitivity in SSc cases and controls with scleroderma-like disorders, and (2) validating against the combined view of a group of experts on a set of cases with or without SSc.
It was determined that skin thickening of the fingers extending proximal to the metacarpophalangeal joints is sufficient for the patient to be classified as having SSc; if that is not present, seven additive items apply, with varying weights for each: skin thickening of the fingers, fingertip lesions, telangiectasia, abnormal nailfold capillaries, interstitial lung disease or pulmonary arterial hypertension, Raynaud's phenomenon, and SSc-related autoantibodies. Sensitivity and specificity in the validation sample were, respectively, 0.91 and 0.92 for the new classification criteria and 0.75 and 0.72 for the 1980 ACR classification criteria. All selected cases were classified in accordance with consensus-based expert opinion. All cases classified as SSc according to the 1980 ACR criteria were classified as SSc with the new criteria, and several additional cases were now considered to be SSc.
The ACR/EULAR classification criteria for SSc performed better than the 1980 ACR criteria for SSc and should allow for more patients to be classified correctly as having the disease."
218,24061933,2013-09-26,Comparison of the 1987 American College of Rheumatology and the 2010 American College of Rheumatology/European League against Rheumatism criteria for classification of rheumatoid arthritis in the Nurses' Health Study cohorts.,N/A,"Performance of rheumatoid arthritis (RA) classification by the 2010 American College of Rheumatology (ACR)/European League against Rheumatism (EULAR) criteria, compared to the 1987 ACR criteria, has not been assessed in population-based cohorts in which disease identification is by mailed questionnaire. Women followed in the Nurses' Health Study and Nurses' Health Study II cohorts self-reported new doctor-diagnosed RA on biennial questionnaires. Two RA experts reviewed medical records of 128 new RA self-reports to obtain individual 1987 and 2010 criteria and arrived at a consensus opinion. We compared agreement in classification by the two criteria sets (kappa), and calculated sensitivity and specificity, with reviewers' opinion as gold standard. Ninety-eight (77%) participants were classified as RA by reviewers' consensus opinion; 98 (77%) fulfilled 1987 criteria, while 79 (63%) fulfilled 2010 criteria. Seventy-two (56%) were classified as RA by both sets, 21 (16%) by neither, 26 (20%) by only 1987 criteria, and 9 (7%) by only 2010 criteria. Kappa for concordance was 0.36 (95% CI 0.20-0.53). Compared to reviewer's opinion, sensitivity and specificity were 0.93 and 0.77 for 1987 criteria, and 0.79 and 0.87 for 2010 criteria. Participants fulfilling 1987 criteria only were more likely to be seronegative. In these prospective population-based cohorts, significant discordance between 1987 ACR and 2010 ACR/EULAR criteria for classifying RA exists. Using the 2010 ACR/EULAR criteria alone had decreased sensitivity, and seronegative RA cases would be excluded in particular. Combined use of both will be necessary to maximize inclusion and allow sensitivity analyses."
219,24043367,2013-09-18,Cementless total knee arthroplasty in chronic inflammatory rheumatism.,N/A,"We report a short-term monocentric retrospective evaluation of cementless total knee arthroplasty (TKA) in a population suffering from chronic inflammatory rheumatism.
We have reviewed 23 patients (34 knees) with an average age of 55 years (range 26-78), bearing a TKA for chronic inflammatory rheumatisms with a 6-year follow-up (range 3-12); 78% suffered from rheumatoid arthritis and 15% from juvenile rheumatoid arthritis. We used a cementless total prosthesis sacrificing the posterior cruciate ligament and bearing an ultra-congruent rotational tibial insert, the Natural Knee (NK2™) (Zimmer(®), Warsaw, IN, USA). At last follow-up, an independent surgeon performed a clinical assessment for pain, function and quality of life using International Knee Documentation Committee score, International Knee Society (IKS) score and Devane's score. A radiographic study evaluated secondary fixation according to the radiographic index of the Knee Society and according to Ewald's score.
The mean postoperative IKS score was 83 points (range 40-100) for the knee score and 74 points (range 20-100) for the function score. Radiographic assessment came across only one case of loosening, concerning the tibial component on an asymptomatic patient. We came across the following complications: 1 early infection, 2 important postoperative flessum deformity having needed an arthrolysis, 1 supracondylar fracture of the femur and 1 fracture of the patellar component. Survival rate at 6-year follow-up is 97% taking into account one case of revision.
Non-cementation of this implant in chronic inflammatory rheumatism does not result in a higher rate of loosening. In this series, patients own satisfaction, function of the knee and survival rate are rather good.
Retrospective, no control group, Level IV."
220,23961661,2013-08-22,[An important aspect of the 2010 American College of Rheumatology/European League Against Rheumatism classification criteria for the diagnosis of rheumatoid arthritis].,N/A,"Remission has become a realistic goal in the management of rheumatoid arthritis(RA). The 2010 American College of Rheumatology/European League Against Rheumatism (ACR/EULAR) classification criteria focus on early-stage RA, and were specifically designed to address the deficiencies in the 1987 criteria, primarily a lack of sensitivity. However, these criteria are not intended for diagnosis in routine clinical care. RA should be suspected in the patient who presents with inflammatory polyarthritis. Initial evaluation of such patients requires a careful history and physical examination, along with select laboratory testing to identify features that are characteristic of RA or that suggest an alternative diagnosis. Radiographs should also be performed. Further research will eventually lead to more reliable diagnostic and classification criteria for new-onset RA."
221,23882111,2013-07-25,From endocrine to rheumatism: do gut hormones play roles in rheumatoid arthritis?,"energy balance"", ""gut hormones"", ""inflammation"", ""rheumatoid arthritis","RA is characterized by chronic inflammation in the musculoskeletal system, in which TNF-α is the key cytokine trigger. TNF-α, previously known as cachectin, is implicated in the modulation of body composition and energy expenditure. Gut hormones, including acyl ghrelin, des-acyl ghrelin, GIP, GLP-1 and PYY, have been known to be the major regulators of appetite, nutrition, energy expenditure and body mass formation. Emerging evidence indicates that blockade of TNF-α by biologics not only ameliorates rheumatoid inflammation, but can affect the secretion and action of gut hormones on appetite, body composition, energy expenditure, muscle catabolism and bone remodelling. A link between the gastrointestinal endocrine axis and the immune system may be established through the interaction of proinflammatory cytokines, including TNF-α and these gut hormones. With the ever-increasing understanding of rheumatoid inflammation and the invention of more biologics to modulate the cytokine network, more attention should be given to the possible immunomodulatory roles of gut hormones in autoimmune inflammatory reactions."
222,23815013,2013-07-03,[Pathophysiological advances underlying the biotherapeutic revolution in inflammatory rheumatism].,N/A,"Major advances have been made in the pathogenesis of rheumatoid arthritis, spondyloarthritis and connective tissue diseases, leading to new biotherapies. In rheumatoid arthritis, the discovery of anti-citrulline antibodies (ACPA, anti-citrullinatedpeptide antibodies), whose specificity is between 95% and 98% and may be present before symptom onset, allowed early diagnosis and provided new pathological insights. Studies of the role of cytokines, B cells and co-stimulation of T cells revealed novel therapeutic targets. TNF inhibitors are effective in spondyloarthritis. In lupusandSjigren'ssyndrome, genes stimulatedby IFNtypel are hyper-expressed, along with BAFF (or BLyS), a B lymphocyte-activating cytokine."
223,23772077,2013-06-19,American College of Rheumatology/European League Against Rheumatism remission criteria for rheumatoid arthritis maintain reliable performance when evaluated in 44 joints.,"44 JOINTS"", ""REMISSION CRITERIA"", ""RHEUMATOID ARTHRITIS"", ""VERIFICATION","To investigate the performance of the new remission criteria for rheumatoid arthritis (RA) in daily clinical practice and the effect of possible misclassification of remission when 44 joints are assessed.
Disease activity and remission rate were calculated according to the Disease Activity Score (DAS28), Simplified Disease Activity Index (SDAI), Clinical Disease Activity Index (CDAI), and a Boolean-based definition for 1402 patients with RA in Keio University Hospital. Characteristics of patients in remission were investigated, and the number of misclassified patients was determined--those classified as being in remission based on 28-joint count but as nonremission based on a 44-joint count for each definition criterion.
Of all patients analyzed, 46.6%, 45.9%, 41.0%, and 31.5% were classified as in remission in the DAS28, SDAI, CDAI, and Boolean definitions, respectively. Patients classified into remission based only on the DAS28 showed relatively low erythrocyte sedimentation rates but greater swollen joint counts than those classified into remission based on the other definitions. In patients classified into remission based only on the Boolean criteria, the mean physician global assessment was greater than the mean patient global assessment. Although 119 patients had ≤ 1 involved joint in the 28-joint count but > 1 in the 44-joint count, only 34 of these 119 (2.4% of all subjects) were found to have been misclassified into remission.
In practice, about half of patients with RA can achieve clinical remission within the DAS28, SDAI, and CDAI; and one-third according to the Boolean-based definition. Patients classified in remission based on a 28-joint count may have pain and swelling in the feet, but misclassification of remission was relatively rare and was seen in only 2.4% of patients under a Boolean definition. The 28-joint count can be sufficient for assessing clinical remission based on the new remission criteria."
224,23498318,2013-03-19,Chronic inflammatory rheumatism associated with Takayasu disease.,N/A,"Takayasu disease is rarely associated with other autoimmune diseases. Therefore, the cases discussued herein are uncommon because we are reporting Takayasu disease associated with rheumatoid polyarthritis and spondylarthropathy. The first case concerns a 40-year-old woman presenting with Takayasu disease 11 years after the diagnosis of erosive and seronegative rheumatoid polyarthritis. The upper limb arteries and 1 lower limb artery were affected. The second 41-year-old case presented with ankylosing spondylitis that had been evolving for 10 years. Human leukocyte antigen-B27 typing was negative. Takayasu disease was revealed by severe high blood pressure. In both cases, radiologic examination revealed a typical aspect of the aorta and its main collaterals. Rarely in the literature have these associations been reported, and the pathology remains unknown."
225,23492742,2013-03-16,The new European League Against Rheumatism/American College of Rheumatology diagnostic criteria for rheumatoid arthritis: how are they performing?,N/A,"This era of early aggressive treatment of rheumatoid arthritis (RA) calls for criteria that allow timely classification of patients at risk of persistent erosive disease. We review how the new American College of Rheumatology (ACR)/European League Against Rheumatism (EULAR) classification criteria meet up to this challenge.
The new 2010 ACR/EULAR classification criteria for RA were developed using initiation of methotrexate as anchor in a population with undifferentiated arthritis. Many studies from different countries have now been published that have addressed the performances of these new criteria.
The goal of earlier classification of RA seems to be met with the new criteria, but exclusion of other diagnoses is essential. Increased sensitivity comes at the price of loss of specificity and indiscriminate use of these classification criteria as a diagnostic tool carries the risk of overtreatment."
226,23436737,2013-02-26,European League Against Rheumatism Sjögren's Syndrome Disease Activity Index and European League Against Rheumatism Sjögren's Syndrome Patient-Reported Index: a complete picture of primary Sjögren's syndrome patients.,N/A,"The European League Against Rheumatism (EULAR) Sjögren's Syndrome (SS) Disease Activity Index (ESSDAI) and the EULAR SS Patient-Reported Index (ESSPRI) were recently developed. We aimed to determine whether patients' symptoms differed between patients with and without systemic involvement and if the disease-specific indices correlated with each other in primary SS.
Fifteen French centers included 395 primary SS patients in the Assessment of Systemic Signs and Evolution in Sjögren's Syndrome Cohort. At enrollment, physicians completed the ESSDAI, the SS Disease Activity Index (SSDAI), and the Sjögren's Systemic Clinical Activity Index (SCAI), and patients completed the ESSPRI, the Sicca Symptoms Inventory, and the Profile of Fatigue and Discomfort. All scores were compared between patients with and without systemic involvement. Correlations between scores of systemic activity and patients' symptoms were obtained.
At enrollment, 120 (30.4%) patients had never experienced systemic complication and 155 (39.2%) patients and 120 (30.4%) patients had, respectively, only past or current systemic manifestations. Past or current systemic patients had higher levels of symptoms, except dryness. The ESSDAI did not correlate with the patient-scored ESSPRI (rho = 0.06, P = 0.30), whereas the SSDAI and the SCAI, which include subjective items, did correlate (rho = 0.28 and 0.25, respectively; P < 0.0001 for both).
Alterations of common patient-reported outcomes are present in all patients with primary SS, including those with systemic complications. However, patient symptoms and systemic complications are 2 different facets of primary SS. Therefore, the use of both systemic and patients' indices, such as the ESSDAI and ESSPRI, are useful. Since these 2 facets weakly overlap, one should identify which of both components is the main target of the treatment to test, when designing clinical trials in primary SS."
