Article Count,Article ID,Publication Date,Title,Keywords,Abstract
466,32805423,2020-08-18,"Hashimoto's thyroiditis: An update on pathogenic mechanisms, diagnostic protocols, therapeutic strategies, and potential malignant transformation.","Autoimmune thyroid disorders"", ""Autoimmunity"", ""Hashimoto's thyroiditis"", ""Hypothyroidism","Hashimoto's thyroiditis, characterized by thyroid-specific autoantibodies, is one of the commonest autoimmune disorders. Although the exact etiology has not been fully elucidated, Hashimoto's thyroiditis is related to an interaction among genetic elements, environmental factors and epigenetic influences. Cellular and humoral immunity play a key role in the development of the disease; thus, a T and B cells inflammatory infiltration is frequently found. Histopathologic features of the disease include lymphoplasmacytic infiltration, lymphoid follicle formation with germinal centers, and parenchymal atrophy. Moreover, the occurrence of large follicular cells and oxyphilic or Askanazy cells is frequently associated to Hashimoto's thyroiditis. Clinically, Hashimoto's thyroiditis is characterized mainly by systemic manifestations due to the damage of the thyroid gland, developing a primary hypothyroidism. Diagnosis of Hashimoto's thyroiditis is clinical and based on clinical characteristics, positivity to serum antibodies against thyroid antigens (thyroid peroxidase and thyroglobulin), and lymphocytic infiltration on cytological examination. The mainstream of treatment is based on the management of the hypothyroidism with a substitution therapy. A relationship between Hashimoto's thyroiditis and a possible malignant transformation has been proposed in several studies and involves immunological/hormonal pathogenic links although specific correlation is still debated and needs to be further investigated with prospective studies."
467,32794490,2020-08-15,Could neutrophil to lymphocyte ratio be a marker in Hashimoto's thyroiditis?," Hashimoto's thyroiditis, Neutrophil/lymphocyte ratio, Chronic inflammation. 

","To determine the applicability of neutrophil/lymphocyte ratio as diagnostic and prognostic marker in patients with Hashimoto's thyroiditis.
The retrospective cross-sectional study was conducted at Elazig Firat University, Elazig, Turkey, and comprised data of Hashimato's thyroiditis patients aged 18 years or more admitted between January 1, 2017, and November 1, 2018. A healthy control group was also included to work as controls. Thyroidstimulating hormone, free triiodothyronine, free thyroxine, anti-thyroid peroxidase, complete blood count, and C-reactive protein results were obtained from patient files for both the cases and the controls, and neutrophil/lymphocyte ratio was computed NLR for both the groups. Data was analysed using SPSS 22.
Of the 477 subjects, 377(79%) were cases with a mean age of 45.3±13.8 years, and 100(21%) were controls with a mean age of 36.6±10.7 (p<0.001). Neutrophil/lymphocyte ratio was statistically higher in the cases compared to the controls (p< 0,05). Neutrophil/lymphocyte ratio had a negative correlation with thyroid-stimulating hormone, free thyroxine and anti thyroid peroxidise but it was nonsignificant (p>0.05).
Neutrophil/lymphocyte ratio was found to be an effective low-cost marker in the diagnosis and follow-up of Hashimato's thyroiditis."
468,32793113,2020-08-15,Does Hashimoto's Thyroiditis Increase the Risk of Cardiovascular Disease in Young Type 1 Diabetic Patients?,"Hashimoto's thyroiditis"", ""cardiovascular risk"", ""children"", ""diabetes type 1"", ""obesity"", ""young adults",
469,32780958,2020-08-12,Genetic and Environmental Factors in the Pathophysiology of Hashimoto's Thyroiditis.,"Autoimmune thyroiditis"", ""Environmental factors"", ""Genetic susceptibility"", ""Hashimoto’s thyroiditis"", ""Hypothyroidism","Finding multiple familial patients with Hashimoto thyroiditis in our clinic a search in the literature confirms that genetic factors, in addition to environmental factors, seem involved in the etiology of this disease."
470,32773575,2020-08-11,Hashimoto's thyroiditis as a risk factor for thyroid cancer.,N/A,"To summarize the recent developments in considering Hashimoto's thyroiditis as a risk factor for thyroid cancer.
Modern approaches to understanding the co-occurrence of Hashimoto's thyroiditis and thyroid cancer have consistently found increased prevalence of both conditions, separately as well as of their coexistence. The inflammatory process in Hashimoto's thyroiditis is understood as a potential risk factor for thyroid cancer development. This has also provided a better understanding of the limitations in the current diagnostic and follow-up armamentarium for both conditions, resulting in international guidelines from the clinical and scientific societies. Other recent developments call for a paradigm shift in guidelines on thyroid carcinomas when lymphocytic infiltration is present, which potentially should always be considered the case at least in areas of sufficient iodine intake.
The literature of Hashimoto's thyroiditis as a risk factor for thyroid cancer is reviewed over the last year to highlight new developments in the understanding of their association and future clinical implications."
471,32758269,2020-08-08,Basedow's disease with associated features of Hashimoto's thyroiditis based on histopathological findings.,"Autoimmune antibody"", ""Basedow’s disease"", ""Hashimoto’s thyroiditis"", ""Histopathological features","Basedow's disease and Hashimoto's thyroiditis are autoimmune thyroid disorders and usually diagnosed with elevation of serum autoimmune antibodies. Thyrotropin receptor antibodies (TRAb) and/or thyroid-stimulating antibody (TSAb) are usually used for diagnosis of Basedow's disease, and thyroid peroxidase antibodies (TPOAb) and/or thyroglobulin antibodies (TgAb) are for diagnosis of Hashimoto's thyroiditis. However, it is difficult to diagnose a subject as Basedow's disease with associated features of Hashimoto's thyroiditis only with elevation of such autoimmune antibodies.
A 44-year-old woman with 5-year history of Basedow's disease underwent a total thyroidectomy. She did not have a goiter. TRAb, TSAb, TPOAg and TgAb were all positive before a total thyroidectomy. In histopathological macroscopic examination, diffuse hyperplasia of the thyroid gland was observed. Furthermore, in histopathological microscopic examination, both characteristics of Basedow's disease and Hashimoto's thyroiditis were observed. After a total thyroidectomy, titers of all thyroid-associated autoimmune antibodies were markedly reduced.
Herein, we report a subject with Basedow's disease without a goiter whose TPOAb and TgAb were relatively high at the onset of Basedow's disease. In addition, interestingly, the histopathological findings of this subject showed direct signs of Basedow's disease and Hashimoto's thyroiditis in the same thyroid gland. Considering from such findings, she seemed to have Basedow's disease with associated features of Hashimoto's thyroiditis. In conclusion, we should bear in mind the possibility of Basedow's disease with associated features of Hashimoto's thyroiditis in subjects with Basedow's disease, particularly when TPOAb and TgAb as well as TRAb and TSAb are positive."
472,32746755,2020-08-05,Urinary Iodine and Genetic Predisposition to Hashimoto's Thyroiditis in a Chinese Han Population: A Case-Control Study.,"Hashimoto's thyroiditis"", ""genetic risk score"", ""interaction"", ""single nucleotide polymorphisms"", ""thyroid autoantibody"", ""urinary iodine",
473,32743538,2020-08-04,Familial risks between Graves disease and Hashimoto thyroiditis and other autoimmune diseases in the population of Sweden.,"Discordant risks"", ""Genetics"", ""Polyautoimmunity"", ""Risk between spouses","Genetic and family studies have indicated that Graves disease and Hashimoto thyroiditis have a heritable component which appears to be shared to some extend also with some other autoimmune diseases (AIDs). In the present nation-wide study we describe familial risk for Graves disease and Hashimoto thyroiditis identified from the Swedish Hospital Discharge Register (years 1964 through 2012) and the Outpatient Register (2001 through 2012). Family relationships were obtained from the Multigeneration Register and cancers from the Cancer Registry. Familial standardized incidence ratios (SIRs) were calculated for 29,005 offspring with Graves disease and for 25,607 offspring with Hashimoto thyroiditis depending on any of 43 AIDs in parents or siblings. The concordant familial risks for Graves disease and Hashimoto thyroiditis were 3.85 and 4.75, higher for men than for women. The familial risks were very high (11.35, Graves and 22.06, Hashimoto) when both a parent and a sibling were affected. Spousal familial risks were higher for Hashimoto thyroiditis (1.98/1.93) than for Graves disease (1.48/1.50). For Graves disease, 24 discordant AIDs showed a significant association; for Hashimoto thyroiditis, 20 discordant associations were significant. All significant discordant associations were positive for the two thyroid AIDs, with the exception of Hashimoto thyroiditis with Reiter disease. Overall 8 associations were significant only for Graves disease and 6 Hashimoto thyroiditis. The overall high concordant familial risks for Graves disease and Hashimoto thyroiditis suggest a strong genetic contribution to the familial risk. Significant familial associations among more than half of the 43 AIDs attest to the extensive polyautoimmunity among thyroid AIDs."
474,32741222,2020-08-04,Metformin reduces autoimmune antibody levels in patients with Hashimoto's thyroiditis: A systematic review and meta-analysis.,"Hashimoto’s thyroiditis"", ""Metformin"", ""TPOAb"", ""TgAb"", ""subclinical hypothyroidism","In the past few years, an increasing number of studies have proposed the idea of extending the therapeutic range of metformin from traditional hypoglycaemic to autoimmune diseases, and confirmed in a variety of autoimmune diseases. However, whether metformin can be used to treat Hashimoto's thyroiditis (HT), which is characterised by thyroid peroxidase antibody (TPOAb) and thyroglobulin antibody (TgAb), is unknown. Therefore, we conducted a systematic review and meta-analysis to evaluate whether metformin can reduce the levels of TPOAb and TgAb in patients with HT or subclinical hypothyroidism (SH), so as to provide a theoretical basis for metformin treatment of these diseases.
PubMed, Web Of Science and Embase were searched for observational studies investigating the changes of TPOAb and TgAb in patients with HT after metformin treatment. Two authors extracted data from eligible studies and classified them as HT and subclinical hypothyroidism subgroups. The calculation was then performed by weighted mean difference (WMD) combined with a fixed-effects model analysis or standard mean difference (SMD) with a random-effects model analysis, based on the measurement of the outcome.
Metformin significantly reduced TPOAb levels and TgAb levels in patients with HT and SH, especially TPOAb (HT: 
Metformin significantly reduces TPOAb level and TgAb level in patients with HT and SH, especially TPOAb. This study is the first to provide a preliminary theoretical basis for the clinical application of metformin in the treatment of HT."
475,32739109,2020-08-03,Evaluation of thyroid nodules with coexistent Hashimoto's thyroiditis according to various ultrasound-based risk stratification systems：A retrospective research.,"2015 American Thyroid Association (ATA) management guidelines"", ""Hashimoto’s thyroiditis"", ""Thyroid Imaging Reporting and Data System"", ""Thyroid nodules"", ""Ultrasound","To investigate the efficiency of Thyroid Imaging Reporting and Data System (TI-RADS) proposed by KWAK, the American College of Radiology, and the 2015 American Thyroid Association (ATA) guidelines for thyroid nodules with Hashimoto's thyroiditis (HT) and to determine whether HT influence the diagnostic performance of these risk-stratification systems.
A total of 101 nodules with HT and 101 nodules with non-HT were retrospectively analyzed by ultrasound-based diagnostic classifications and compared with histopathological results. The areas under the receiver operating characteristic curve (AUCs) were calculated for comparative analysis.
In the HT group, KWAK TI-RADS has the best sensitivity (91.67%), while ACR TI-RADS has the highest specificity (82.93%) and accuracy (81.19%). The AUCs of ACR TI-RADS, ATA guidelines, and KWAK TI-RADS were 0.844, 0.782, and 0.830, respectively. In the non-HT group, the sensitivity and specificity of three risk-stratification systems had no significant difference. The AUCs of ACR TI-RADS, ATA guidelines, and KWAK TI-RADS were 0.872, 0.839, and 0.874, respectively. No significant difference was found in diagnostic effectiveness of the same systems with both contexts.
ACR TI-RADS performed the most effective for thyroid nodules in HT, whereas KWAK TI-RADS was the best for those in non-HT. Both of TI-RADS (ACR and KWAK) provided higher diagnostic effectiveness than ATA guidelines in HT or in non-HT. Moreover, HT could not affect the diagnostic performance of these risk-stratification systems."
476,32733453,2020-08-01,Unidentified Neuronal Surface IgG Autoantibodies in a Case of Hashimoto's Encephalopathy.,"Hashimoto encephalopathy"", ""autoantibodies"", ""autoimmune encephalitis"", ""case report"", ""pathogenicity","Hashimoto's encephalopathy is an encephalitis of presumed autoimmune origin characterized by the presence of autoantibodies against thyroid proteins. We present a case of a young patient with pre-existing Hashimoto's thyroiditis and progressive cognitive complaints, absence-like episodes, and sporadic bilateral epileptiform frontal and frontotemporal activity. No abnormalities were observed during the neurological examination and on MRI. Antibodies to thyroid peroxidase (TPO) were elevated and remained positive while the symptoms were present. Levothyroxine and methylprednisolone did not ameliorate the complaints. Subsequent treatment with high-dose intravenous immunoglobulins (IVIG) led to improved cognitive functions and to the disappearance of the absence-like-episodes. Patient's serum, but not CSF, gave a characteristic IgG-specific hippocampal pattern in rat brain immunohistochemistry; this immunoreactivity was maintained after specific and complete depletion of TPO antibodies. Serum IgG bound to primary neurons in cell culture, likely targeting a yet unidentified neuronal surface antigen. The clinical response to IVIG suggests but does not prove, that the circulating novel autoantibodies may induce the encephalopathy. It would be of interest to investigate more patients with Hashimoto's encephalopathy for the presence of neuronal surface autoantibodies, to define their role in the disease and their target antigen(s)."
477,32729374,2020-07-31,Influence of Dietary Habits on Oxidative Stress Markers in Hashimoto's Thyroiditis.,"Hashimoto's thyroiditis"", ""Mediterranean diet"", ""antioxidants"", ""diet"", ""oxidative stress"", ""thyroid autoimmunity"", ""vegetarianism",
478,32714618,2020-07-28,Primary Microcephaly with Novel Variant of ,"Hashimoto's thyroiditis"", ""MCPH1 variants "", ""autoimmune juvenile thyroiditis"", ""primary microcephaly"", ""twins",This study is a clinical report on twin females affected by primary microcephaly who displayed at molecular analysis of heterozygous novel 
479,32702227,2020-07-24,Immune Activation and Deficit in Neurotransmitters Synthesis in Treatment Resistant Depression: About a Case of Hashimoto Encephalopathy.,"Depression"", ""Immunity"", ""Neurotransmitter agent."", ""Psychiatry","We report a case of Hashimoto encephalopathy initially presented as a drug-resistant depression with predominant apathy and asthenia, successfully treated with cyclophosphamide. We suspected that the psychiatric symptoms were due to a deficit in neurotransmitter synthesis related to immune activation. We hypothesized that the immunomodulatory treatment helped to restore the neurotransmitter synthesis and thus decreased the patient's depressive symptoms. In this case report we propose an innovative model in which immunity might disturbs neurotransmitters synthesis leading to depressive symptoms."
480,32691728,2020-07-22,From Bartter's syndrome to renal tubular acidosis in a patient with Hashimoto's thyroiditis: A case report .,N/A,"Hashimoto's thyroiditis (HT) is an autoimmune disease that can cause the dysfunction of glands. Moreover, autoimmune disease is an under-recognized cause of several types of tubular dysfunction such as renal tubular acidosis (RTA), Gitelman's syndrome (GS), and Bartter's syndrome (BS). However, the potential mechanism of acquired BS and RTA associated with autoimmune diseases remains unclear. A 55-year-old female patient presented with numbness in both lower extremities for 6 months. She had a 2-year history of HT. Laboratory findings showed hypokalemia, metabolic alkalosis, and elevated plasma aldosterone concentration and renin activity. Urinary analysis revealed renal wasting of potassium, sodium, and chloride. Therefore, she was diagnosed as having HT and secondary BS and was treated with oral methylprednisolone, potassium chloride, and spironolactone. Two weeks later, her serum potassium levels restored to normal. After that, however, the patient was lost to follow-up. Two years later, she was re-hospitalized for progressive muscle weakness and quadriplegia. Laboratory results demonstrated severe hypokalemia, hyperchloremic metabolic acidosis, and inappropriate alkaline urine. Thus, distal RTA (dRTA) was confirmed, and she was prescribed potassium citrate and prednisone, resulting in the correction of hypokalemia and acid-base disturbance within 2 weeks after discharge. We report an HT patient who initially developed hypokalemic metabolic alkalosis and then developed metabolic acidosis within a few years. To our knowledge, this is the first report of two completely opposite acid-base disturbances associated with renal tubular diseases occurring consecutively in the same patient with HT. Our case may provide a valuable clue for exploring the mechanism of renal involvement in autoimmune diseases."
481,32685033,2020-07-21,TRPV2 POLYMORPHISMS INCREASE OR REDUCE THE RISK OF TYPE 2 DIABETES - HASHIMOTO THYROIDITIS COMORBIDITY.,"Hashimoto Thyroiditis"", ""Polymorphisms"", ""TRPV2"", ""Type 2 Diabetes Mellitus","Thyroid disorders are common in diabetics and related to severe diabetic complications. TRPV2 ion channels have crucial functions in insulin secretion and glucose metabolism which have an important role in the pathophysiology of diabetes. Also, they have a significant effect on various immunological events that are involved in the HT pathophysiology.
This study aimed to investigate rs14039 and rs4792742 polymorphisms of the TRPV2 ion channels in type 2 diabetes mellitus (T2DM, n=100) Hashimoto thyroiditis (HT, n=70) and comorbid T2DM and HT (T2DM+HT, n=100) patients and control (n=100).
Case-control study.
RT-PCR genotyping was used to determine rs14039 and rs4792742 polymorphisms with DNA samples of subjects and appropriate primer and probes. Besides, required biochemical analyses were performed.
It was determined that the frequencies of the rs14039 GG homozygote polymorphic genotype and the G allele were significantly higher in T2DM+HT patients compared to the control (p=0.03 and p=0.01, respectively) and that especially the GG genotype increases the risk of T2DM+HT 3.046-fold (p=0.01, OR=3.046). It was detected that the GG genotype increased the risk of HT 2.54-fold (p=0.05, OR=2.541). TRPV2 rs4792742 polymorphisms reduce the risk of HT and T2DM+HT comorbidity almost by half and have a protective effect against HT and T2DM+HT.
The rs14039 GG genotype of the TRPV2 gene significantly increases the risks of development of T2DM+HT and HT disorders, may have a significant role in the pathophysiology of these diseases, also leading to predisposition for their development. Conversely, rs4792742 polymorphic genotypes have a strong protective effect against the HT and T2DM+HT comorbidity."
482,32671220,2020-07-17,SWEET SYNDROME AND HASHIMOTO THYROIDITIS: A CASE REPORT AND REVIEW OF THE LITERATURE.,N/A,"Sweet syndrome (SS) is characterized by an inflammatory rash that has been associated with a number of drugs and malignant, inflammatory, and infectious conditions. Rare accounts of Hashimoto thyroiditis (HT) presenting with SS exist in the literature. HT is usually identified after the onset of skin lesions and without signs of overt thyroid dysfunction, and the stage of thyroid disease stage at presentation is variable.
A search of the PubMed database was performed using search criteria involving combinations of ""Sweet syndrome"" and ""Hashimoto thyroiditis,"" ""autoimmune thyroiditis,"" or ""thyroiditis,"" and the search was filtered for clinical case reports. Five case reports were identified to describe the coexistence of Sweet syndrome and Hashimoto thyroiditis, and full-text versions of these reports were obtained and reviewed. Of note, cases involving subacute or other types of thyroiditis were excluded.
A 57-year-old man presented with painful eruptions on his hands; he was initially treated with antibiotics for presumed cellulitis without relief. Skin biopsy later confirmed SS and subsequent workup identified underlying HT with an elevated thyroid-stimulating hormone of 19.24 mU/L (normal, 0.30 to 4.30 mU/L) and positive thyroid peroxidase (TPO) antibody at 236.4 IU/mL.
Thyroid function tests should be universally evaluated in the workup of SS, and it may be appropriate to test for TPO antibodies even in the absence of objective thyroid dysfunction. Both SS and HT show immune diathesis, so further work should be undertaken to establish whether a common immunologic trigger exists."
483,32668887,2020-07-17,[Significance of calcification in papillary thyroid carcinoma with Hashimoto's thyroiditis].,N/A,桥本甲状腺炎（Hashimoto′s thyroiditis，HT）的病理和超声表现复杂，HT背景下的甲状腺乳头状癌（papillary thyroid carcinoma，PTC）鉴别诊断有难度。超声特征上微钙化是诊断PTC的危险因素，而粗钙化一般提示为良性病变，但PTC合并HT发生的钙化现象多见且类型多样化，粗钙化的发生率可能高于微钙化，各类钙化皆提示有恶性风险。钙化可能与癌症发生、侵袭和转移相关，HT背景下的钙化现象需引起警惕，要高度怀疑是否合并PTC的发生。.
484,32662826,2020-07-15,Bioinformatics analysis of key genes and pathways in Hashimoto thyroiditis tissues.,"GEO database"", ""bioinformatic analysis"", ""hashimoto thyroiditis"", ""hub genes"", ""key pathway","Hashimoto thyroiditis (HT) is one of the most common autoimmune diseases, and the incidence of HT continues to increase. Long-term, uncontrollable HT results in thyroid dysfunction and even increases carcinogenesis risks. Since the origin and development of HT involve many complex immune processes, there is no effective therapy for HT on a pathogenesis level. Although bioinformatics analysis has been utilized to seek key genes and pathways of thyroid cancer, only a few bioinformatics studies that focus on HT pathogenesis and mechanisms have been reported. In the present study, the Gene Expression Omnibus dataset (GSE29315) containing 6 HT and 8 thyroid physiological hyperplasia samples was downloaded, and differentially expressed gene (DEG) analysis, Gene Ontology analysis, Kyoto Encyclopedia of Genes and Genomes pathway enrichment analysis, protein-protein interaction analysis, and gene set enrichment analysis were performed. In total, 85 DEGs, containing 76 up-regulated and 9 down-regulated DEGS, were identified. The DEGs were mainly enriched in immune and inflammatory response, and the signaling pathways were involved in cytokine interaction and cytotoxicity. Moreover, ten hub genes were identified, and IFN-γ, IFN-α, IL6/JAK/STAT3, and inflammatory pathways may promote the origin and progression of HT. The present study indicated that exploring DEGs and pathways by bioinformatics analysis has important significance in understanding the molecular mechanisms of HT and providing potential targets for the prevention and treatment of HT."
485,32649802,2020-07-11,Hyperprolactinaemia attenuates the inhibitory effect of vitamin D/selenomethionine combination therapy on thyroid autoimmunity in euthyroid women with Hashimoto's thyroiditis: A pilot study.,"hyperprolactinaemia"", ""hypothalamic-pituitary-thyroid axis"", ""selenium"", ""thyroid autoimmunity"", ""vitamin D status","Vitamin D administered together with selenomethionine has been reported to markedly reduce thyroid antibody titres in patients with autoimmune thyroiditis. Hyperprolactinaemia exerts a complex pro-inflammatory effect. This study was aimed at investigating whether prolactin excess determines the effect of vitamin D/selenomethionine combination therapy on thyroid autoimmunity.
The study included two age-, body mass index-, hormone- and thyroid antibody-matched groups of young euthyroid women with Hashimoto's thyroiditis: 19 women with mild-to-moderate hyperprolactinaemia and 19 individuals with prolactin levels within the reference range. All participants were then treated with vitamin D (4000 IU daily) and selenomethionine (200 µg daily). Serum titres of thyroid peroxidase and thyroglobulin (TgAb) antibodies, serum levels of thyrotropin, free thyroxine, free triiodothyronine, prolactin and 25-hydroxyvitamin D, as well as the calculated parameters of thyroid homeostasis, were determined at baseline and 6 months later.
All women completed the study. With the exception of prolactin and 25-hydroxyvitamin D levels, there were no differences between the study groups in the investigated parameters. In both study groups, vitamin D/selenomethionine combination therapy reduced thyroid peroxidase and TgAb antibody titres, decreased the free thyroxine:free triiodothyronine ratio and increased 25-hydroxyvitamin D levels and SPINA-GD. The decrease in antibody titres, as well as the improvement in vitamin D status, was more pronounced in subjects with prolactin levels within the reference range than in subjects with hyperprolactinaemia and was inversely correlated with prolactin levels. Moreover, only in normoprolactinaemic women, the treatment reduced thyrotropin levels and increased SPINA-GT.
The obtained results suggest that hyperprolactinaemia attenuates the impact of vitamin D/selenomethionine combination on thyroid autoimmunity."
486,32645440,2020-07-10,Analysis of Hashimoto's thyroiditis on fine needle aspiration samples by MALDI-Imaging.,"Hashimoto thyroiditis"", ""MALDI-TOF"", ""Mass spectrometry-imaging"", ""Proteomics","Matrix-Assisted Laser Desorption/Ionization (MALDI)-Mass Spectrometry imaging (MSI) has been applied in various diseases aimed to biomarkers discovery. In this study diagnosis and prognosis of Hashimoto Thyroiditis (HT) in cytopathology by MALDI-MSI has been investigated. Specimens from a routine series of subjects who underwent UltraSound-guided thyroid Fine Needle Aspirations (FNAs) were used. The molecular classifier trained in a previous study was modified to include HT as a separate entity in the group of benign lesions, in the diagnostic proteomic triage of thyroid nodules. The statistical analysis confirmed the existence of signals that HT shares with hyperplastic lesions and others that are specific and characterize this subgroup. Statistically relevant HT-related peaks were included in the model. Then, the discriminatory capability of the classifier was tested in a second validation phase, showing a good agreement with cytological diagnoses. The possibility to overlap the molecular signatures of both the lymphocytes and epithelial cells components (ROIs or pixel-by-pixel analysis) confirmed the composite proteomic background of HT. These results open the way to their possible translation as alternative serum biomarkers of this autoimmune condition."
487,32643688,2020-07-10,Sudden-onset Encephalopathy: Do not ignore the Possibility of Hashimoto's Encephalopathy.,"Autoimmune"", ""Hashimoto encephalopathy"", ""hypothyroidism","Hashimoto's encephalopathy (HE) is an uncommon neurological disorder of unknown etiology, found in association with thyroid autoimmunity, mostly uncommon in males. The disease occurs primarily in the fifth decade of life and may occur in two forms; a sudden vasculitic type or a progressive subacute type associated with cognitive dysfunction, confusion, and memory loss. We report a case of a 51-year-old Sri Lankan gentleman with no comorbidities who was presented with one episode of the generalized tonic- clonic seizure (GTCs) followed by prolonged agitation and disorientation. His EEG showed generalized slowing while CT scan and MRI brain were unremarkable. CSF examination showed high protein level with normal cell count and glucose. Routine serologic examination showed very high thyroid-stimulating hormone (TSH) level, with significantly high antithyroid antibodies. He was diagnosed as a case of Hashimoto's encephalopathy and treated with a high dose of steroid and showed remarkable improvement."
488,32635382,2020-07-09,Enhanced Salivary and General Oxidative Stress in Hashimoto's Thyroiditis Women in Euthyreosis.,"Hashimoto’s disease"", ""oxidative stress"", ""saliva","Hashimoto's thyroiditis (HT) is one of the most common autoimmune diseases. Although HT is inextricably linked to oxidative stress, there have been no studies assessing salivary redox homeostasis or salivary gland function in patients with HT. This study is the first to compare antioxidant defense and oxidative stress biomarkers in non-stimulated (NWS) and stimulated (SWS) whole saliva and plasma/erythrocytes of HT patients compared to controls. The study included 45 women with HT in the euthyreosis period as well as an age- and gender-matched control group. We showed that NWS secretion was significantly lower in HT patients compared to healthy controls, similar to salivary amylase activity in NWS and SWS. Catalase and peroxidase activities were considerably higher in NWS and SWS of HT patients, while the concentrations of reduced glutathione and uric acid were significantly lower in comparison with healthy subjects. Total antioxidant potential was significantly lower, while total oxidant status and the level of oxidation products of proteins (advanced glycation end products, advanced oxidation protein products) and lipids (malondialdehyde, lipid hydroperoxides) were significantly higher in NWS, SWS and plasma of HT patients. In conclusion, in both salivary glands of women with HT in euthyreosis, the ability to maintain redox homeostasis was hindered. In HT patients we observed oxidative damage to salivary proteins and lipids; thus, some biomarkers of oxidative stress may present a potential diagnostic value."
489,32629685,2020-07-08,The efficacy of acupuncture for the treatment and the fertility improvement in child-bearing period female with Hashimoto Disease: A randomized controlled study.,N/A,"Hashimoto thyroiditis (HT) is highly prevalent among reproductive-aged women and has a substantial negative impact on fertility. Currently, there is no specific treatment for Hashimoto thyroiditis. We hypothesize that acupuncture can halt or delay the progression of HT and improve fertility in child-bearing period female. We therefore designed a randomized controlled trial to test this hypothesis by comparing the therapeutic effect of acupuncture vs sham acupuncture in patients with Hashimoto thyroiditis.
In this randomized controlled study, a total of 284 eligible patients will be assigned to acupuncture group (n = 142) or sham acupuncture group (n = 142) in a 1:1 ratio. All patients will receive 36 sessions in total for 12 consecutive weeks with the same acupoint prescription (RN23, ST9, RN17, RN4, RN6, ST36, SP6, KI6). The primary assessment is the titers of thyroid peroxidase antibodies (TPOAb) and thyroglobulin antibody (TGAb). Secondary outcomes include the thyroid function, ovarian function, the rate of primary ovarian insufficiency, and pregnancy outcome. The thyroid function and thyroid antibodies tests will be measured at weeks 0, 4, 8, and 12 after randomization. The ovarian function will be examined on the 2nd to 4th day of the menstrual period in the 1st month, 2nd month and 3rd month compared with baseline. Both the pregnancy outcome and the rate of primary ovarian insufficiency will be evaluated 1 year after treatment.
This will be the first large-scale trial specifically evaluating acupuncture therapy in child-bearing period female with Hashimoto thyroiditis. If the study confirms the effectiveness of acupuncture treatment, more consistent acupuncture therapy can be set up for clinical practice.
Chinese Clinical Trials Register identifier, ChiCTR2000031320, registered on 27 March 2020."
490,32623638,2020-07-06,Restoration of euthyroidism in women with Hashimoto's thyroiditis changes bone microarchitecture but not estimated bone strength.,"Bone microarchitecture"", ""HR-pQCT"", ""Hypothyroidism"", ""Levothyroxine","Fracture risk in hypothyroid patients is debated, and since the effects of hypothyroidism on bone microarchitecture and strength are unclarified, we investigated these characteristics by high-resolution peripheral quantitative computed tomography (HR-pQCT).
Two approaches were used: a cross-sectional control study, comparing 32 hypothyroid women (mean age; 47 ± 12 years) suffering from Hashimoto's thyroiditis with 32 sex-, age-, and menopause-matched healthy controls; a prospective study, where 27 of the women were reexamined 1 year after restoration of euthyroidism. HR-pQCT of the distal radius and tibia, and dual-energy X-ray absorptiometry (DXA) of the spine and hip were performed. Bone strength was estimated using a finite element analysis (FEA).
Cross-sectional control study: in the radius, total (mean 14.6 ± 29.3% (SD); p = 0.04) and trabecular bone areas (19.8 ± 37.1%, p = 0.04) were higher, and cortical volumetric bone mineral density (vBMD) lower (-2.2 ± 6.5%, p = 0.032) in hypothyroid patients than in controls. All indices of tibia cortical and trabecular vBMD, microarchitecture, and estimated bone strength were similar between groups, as was hip and spine areal BMD (aBMD). Prospective study: in the radius, mean cortical (-0.9 ± 1.8%, p = 0.02) and trabecular (-1.5 ± 4.6%, p = 0.02) vBMD decreased, and cortical porosity increased (18.9 ± 32.7%, p = 0.02). In the tibia, mean total vBMD (-1.1 ± 1.9%, p = 0.01) and cortical vBMD (-0.8 ± 1.4%, p = 0.01) decreased, while cortical porosity (8.2 ± 11.5%, p = 0.002) and trabecular area (0.2 ± 0.6%, p = 0.047) increased. No changes in FEA were detected. Lumbar spine aBMD decreased (-1.3 ± 3.0%, p = 0.04).
Hypothyroidism was associated with an increased trabecular bone area and a lower mineral density of cortical bone in the radius, as assessed by HR-pQCT. Restoration of euthyroidism mainly increased cortical porosity, while estimated bone strength was unaffected."
